dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,label
0.946821,tcp,smtp,FIN,40,22,31210,2018,64.426118,62,252,257113.0156,16281.85352,17,8,24.277461,43.05943,1828.022511,59.280402,255,1310640181,122298481,255,0.039161,0.031406,0.007755,780,92,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,4,4,4,4,0,0,0,4,7,0,1
0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.708,0.0,10.954516,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0
8e-06,udp,-,INT,2,0,78,0,125000.0003,254,0,39000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,4,2,1,1,1,4,0,0,0,1,4,0,0
1.1e-05,unas,-,INT,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,16,2,4,4,4,4,0,0,0,11,16,0,1
1.040698,tcp,http,FIN,14,18,1684,10168,29.787699,31,29,12022.69922,73827.36719,3,5,80.024541,61.174941,8769.856337,7678.902607,255,3489243358,3486253826,255,0.000917,0.000722,0.000195,120,565,1,3924,3,0,5,1,1,2,0,0,1,4,2,0,0
0.481904,tcp,-,FIN,60,12,70349,526,147.332249,254,252,1148394.75,8018.194336,27,1,8.054051,40.365727,1003.001348,64.290031,255,4026462330,3148216214,255,0.114448,0.037877,0.076571,1172,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,39,2,23,23,23,39,0,0,0,24,39,0,1
2.567235,tcp,-,FIN,12,10,1078,788,8.180007,254,252,3081.915039,2212.49707,3,2,228.002179,269.931781,16055.86522,372.405781,255,2750402545,3284160496,255,0.258679,0.137838,0.120841,90,79,0,0,1,1,1,1,1,1,0,0,0,1,3,0,1
0.030847,tcp,-,FIN,122,126,7818,15172,8007.261657,31,29,2010957.25,3903653.5,30,32,0.252157,0.2408,15.920767,14.092099,255,752799671,753864203,255,0.000842,0.000742,0.0001,64,120,0,0,17,0,1,1,1,1,0,0,0,4,12,0,0
14.846565,tcp,-,REQ,22,0,990,0,1.414469,254,0,509.208679,0.0,21,0,706.979312,0.0,965.398187,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,17,6,4,3,3,14,0,0,0,3,15,0,0
0.00113,udp,dns,CON,2,2,130,162,2654.867281,31,29,460177.0,573451.3125,0,0,0.014,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,2,0,2,2,1,1,0,0,0,4,1,0,0
4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,11,2,7,7,3,7,0,0,0,7,11,0,1
8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,8,2,6,6,6,8,0,0,0,23,8,0,1
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,28,2,8,8,8,28,0,0,0,8,28,0,1
0.143002,tcp,-,FIN,46,48,2854,30622,650.340539,31,29,156193.6094,1677459.0,7,17,3.170422,3.030723,206.936916,202.71647,255,2029797029,2147128988,255,0.000708,0.000551,0.000157,62,638,0,0,5,0,3,1,1,1,0,0,0,4,3,0,0
0.063848,tcp,-,FIN,46,48,2854,30622,1456.584472,31,29,349830.875,3757048.25,7,17,1.411778,1.347979,81.785897,79.795995,255,1512248289,1538959279,255,0.000615,0.00049,0.000125,62,638,0,0,4,0,3,1,1,1,0,0,0,2,3,0,0
1.55861,tcp,-,FIN,10,8,534,354,10.907155,254,252,2468.866455,1591.161377,2,1,164.610222,211.649859,11704.52706,295.215594,255,1263280724,62257850,255,0.109186,0.077056,0.03213,53,44,0,0,2,1,1,1,1,1,0,0,0,2,1,0,0
1.101042,tcp,http,FIN,10,8,814,1286,15.439919,62,252,5325.86377,8181.34082,2,2,122.338,146.144578,6726.733507,281.416938,255,4117089805,745921363,255,0.188588,0.077274,0.111314,81,161,1,236,1,1,2,1,1,2,0,0,1,2,1,0,0
1.066479,tcp,http,FIN,10,8,812,354,15.940305,254,252,5483.464844,2325.40918,2,1,110.270889,145.088578,6449.850967,257.070172,255,519467926,48502641,255,0.151353,0.050846,0.100507,81,44,1,0,1,1,1,1,1,1,0,0,1,2,1,0,1
0.952751,tcp,http,FIN,10,8,794,1216,17.843067,62,252,6003.66748,8934.128906,2,2,105.861222,114.994,5372.807032,200.047391,255,3493741390,3649292652,255,0.208683,0.115356,0.093327,79,152,1,205,1,1,1,1,1,1,0,0,1,1,1,0,0
2.811759,tcp,ftp,FIN,24,22,1264,1624,16.004217,62,252,3448.375244,4412.895996,7,9,122.250393,131.530903,6495.369296,8258.108658,255,475894404,4072955186,255,0.127624,0.048912,0.078712,53,74,0,0,1,1,2,1,1,2,0,0,0,2,1,0,1
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,31,2,25,25,25,31,0,0,0,28,31,0,1
6e-06,unas,-,INT,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,10,2,3,2,2,3,0,0,0,4,9,0,1
0.703966,tcp,-,FIN,20,8,17266,354,38.354124,254,252,186406.7188,3522.897217,7,1,36.998,83.998711,2732.088923,149.62275,255,2141405460,3374110929,255,0.273084,0.115972,0.157112,863,44,0,0,4,1,1,1,1,4,0,0,0,1,4,0,0
3e-06,udp,-,INT,2,0,78,0,333333.3215,254,0,104000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,7,2,1,1,1,4,0,0,0,1,4,0,0
0.00099,udp,dns,CON,2,2,130,162,3030.303118,31,29,525252.5625,654545.5,0,0,0.007,0.006,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,1,0,2,1,1,1,0,0,0,2,3,0,0
4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,17,2,7,7,4,7,0,0,0,7,17,0,1
0.005194,tcp,-,FIN,24,20,2158,1918,8278.783262,31,29,3186754.0,2807855.25,6,5,0.225826,0.234632,13.53958,14.201753,255,141395398,141716276,255,0.000735,0.000604,0.000131,90,96,0,0,2,0,2,1,1,1,0,0,0,1,5,0,0
1e-06,udp,dns,INT,2,0,114,0,1000000.003,254,0,456000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,9,2,2,2,2,2,0,0,0,2,9,0,1
1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,32,2,32,32,16,32,0,0,0,32,32,0,1
0.015616,tcp,-,FIN,44,46,2766,24004,5699.282897,31,29,1385245.875,12030226.0,7,16,0.354651,0.3344,0.0,18.804511,255,3727219673,1586935226,255,0.000704,0.000565,0.000139,63,522,0,0,8,0,1,1,1,1,0,0,0,4,5,0,0
8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,9,2,5,5,5,9,0,0,0,15,9,0,1
4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,39,2,14,14,14,39,0,0,0,14,39,0,1
0.733064,tcp,-,FIN,10,8,738,354,23.190335,254,252,7257.210938,3383.060791,2,1,81.451556,83.95843,4884.724611,130.291805,255,3081355731,4054826092,255,0.139685,0.052897,0.086788,74,44,0,0,7,1,1,1,1,1,0,0,0,1,4,0,1
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,34,2,15,14,14,34,0,0,0,14,34,0,1
0.799084,tcp,-,FIN,10,6,2106,268,18.771493,254,252,18981.73438,2242.567627,2,1,83.051778,140.307406,4434.993276,229.831234,255,4107119649,1416436140,255,0.172143,0.097538,0.074605,211,45,0,0,1,1,2,1,1,1,0,0,0,1,3,0,1
0.001061,udp,dns,CON,2,2,132,164,2827.521083,31,29,497643.7188,618284.625,0,0,0.01,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,1,0,2,1,1,1,0,0,0,9,5,0,0
8e-06,udp,-,INT,2,0,1064,0,125000.0003,254,0,532000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,29,2,16,16,1,29,0,0,0,16,29,0,0
7e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,5,2,1,1,1,1,0,0,0,1,5,0,1
1.1e-05,unas,-,INT,2,0,200,0,90909.0902,254,0,72727272.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,10,2,3,2,2,3,0,0,0,7,10,0,1
0.963874,tcp,-,FIN,10,8,2516,354,17.63716,254,252,18799.13867,2572.950439,2,1,104.145556,128.774,6995.117633,184.499641,255,4020956110,929068355,255,0.122622,0.062448,0.060174,252,44,0,0,2,1,2,1,1,2,0,0,0,1,3,0,0
0.034004,tcp,-,FIN,72,74,4238,63878,4264.204326,31,29,983413.75,14825315.0,7,30,0.473338,0.464431,26.352972,26.433505,255,1776100427,3921772778,255,0.0007,0.000555,0.000145,59,863,0,0,6,0,2,1,1,1,0,0,0,5,10,0,0
4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,23,2,18,18,18,23,0,0,0,18,23,0,1
0.965734,tcp,-,FIN,14,14,816,764,27.958009,254,252,6279.161621,5881.536621,4,4,74.287233,66.535617,4540.276028,102.725938,255,2698884994,3913287514,255,0.137161,0.071278,0.065883,58,55,0,0,4,1,1,1,1,4,0,0,0,1,4,0,0
1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,11,2,7,7,4,7,0,0,0,7,11,0,1
0.545001,tcp,-,FIN,10,8,1014,354,31.192605,254,252,13401.81055,4550.450684,2,1,60.423333,65.945859,3842.099733,118.268977,255,1384092039,1931222627,255,0.120793,0.083372,0.037421,101,44,0,0,4,1,2,2,1,4,0,0,0,2,4,0,0
4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,9,2,4,4,4,4,0,0,0,4,9,0,1
2.436643,tcp,-,FIN,10,8,534,354,6.976812,254,252,1579.221924,1017.793762,2,1,264.821778,327.253844,16439.77259,473.656469,255,1991221519,2112073524,255,0.261818,0.14586,0.115958,53,44,0,0,6,1,1,1,1,2,0,0,0,1,2,0,0
9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,8,2,5,4,4,8,0,0,0,13,8,0,1
0.258205,tcp,-,FIN,10,6,2036,268,58.093376,254,252,56792.08594,6940.222168,2,1,28.543222,41.485398,1572.23046,62.944344,255,3720959153,1159013285,255,0.110878,0.05077,0.060108,204,45,0,0,10,1,2,2,1,10,0,0,0,2,10,0,1
11.608691,tcp,-,FIN,140,810,6246,1071492,81.749095,62,252,4274.039062,737495.6875,6,403,83.515763,14.354686,4326.239799,1832.029451,255,351309189,830421897,255,0.125406,0.052439,0.072967,45,1323,0,0,3,1,1,1,1,1,0,0,0,3,1,0,1
0.000955,udp,dns,CON,2,2,146,178,3141.36127,31,29,611518.3125,745549.75,0,0,0.011,0.005,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,6,0,2,1,1,1,0,0,0,1,3,0,0
0.940384,tcp,smtp,FIN,78,28,82260,2114,111.656518,62,252,690832.6875,17346.10547,36,8,12.212779,33.006742,1037.72659,40.953707,255,1126291676,2311841010,255,0.055153,0.036192,0.018961,1055,76,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
0.216048,tcp,-,FIN,10,8,990,2038,78.686217,62,252,32992.66797,66059.39063,2,2,24.005333,28.037572,1314.227688,44.807879,255,1452501341,677526025,255,0.030329,0.017012,0.013317,99,255,0,0,3,1,2,2,1,2,0,0,0,2,2,0,1
0.069545,tcp,-,FIN,66,64,3910,51910,1854.914063,31,29,442993.75,5878093.5,7,26,1.0652,1.095444,0.0,75.77135,255,690319579,2934608770,255,0.00066,0.000528,0.000132,59,811,0,0,7,0,3,1,1,2,0,0,0,5,4,0,0
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,30,2,5,5,5,30,0,0,0,6,30,0,1
1e-05,udp,-,INT,2,0,1350,0,100000.0025,254,0,540000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,675,0,0,0,44,2,6,6,1,44,0,0,0,6,44,0,0
0.368924,tcp,http,FIN,16,52,1076,61699,181.609224,62,252,21879.8457,1312205.25,2,24,24.594934,7.090627,1206.835932,856.769001,255,2447667139,3990312552,255,0.05286,0.006572,0.046288,67,1187,1,109,1,1,1,1,1,1,0,0,1,1,1,0,1
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,43,2,43,43,25,43,0,0,0,43,43,0,1
1.1e-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,14,2,4,4,4,4,0,0,0,4,14,0,1
0.045102,tcp,-,FIN,48,50,2958,32368,2150.680668,31,29,513857.4688,5626535.5,7,18,0.952723,0.927146,64.889497,63.672283,255,2855615406,706348466,255,0.000725,0.000589,0.000136,62,647,0,0,8,0,8,1,1,2,0,0,0,3,6,0,0
0.726598,tcp,-,FIN,10,8,564,354,23.396706,254,252,5593.188965,3413.166504,2,1,79.182333,101.063,5672.959332,158.150891,255,3536646623,2085028212,255,0.030252,0.019149,0.011103,56,44,0,0,1,1,2,1,1,2,0,0,0,2,1,0,1
1.064769,tcp,http,FIN,14,18,1684,10168,29.114295,31,29,11750.90527,72158.375,3,5,81.875231,62.604176,9002.301993,7891.707144,255,1071427139,1072873962,255,0.000616,0.000496,0.00012,120,565,1,3924,2,0,2,1,1,1,0,0,1,3,1,0,0
1.119979,tcp,http,FIN,26,108,1854,141974,118.752224,62,252,12735.95313,1004733.125,3,52,44.799161,10.192533,2378.650262,1190.54595,255,1370334561,3921180391,255,0.032451,0.011612,0.020839,71,1315,1,2554,1,1,1,1,1,1,0,0,1,1,1,0,1
0.019056,tcp,-,FIN,36,38,2334,16290,3830.814479,31,29,952980.6875,6659110.0,7,12,0.535257,0.500486,38.2797,37.623541,255,1944987961,4090647982,255,0.000647,0.000532,0.000115,65,429,0,0,12,0,6,1,1,1,0,0,0,14,6,0,0
0.528925,tcp,-,FIN,10,6,490,268,28.359408,254,252,6670.132812,3388.003906,2,1,54.330556,82.359,2806.943429,112.486742,255,287949378,1381262300,255,0.166269,0.117119,0.04915,49,45,0,0,9,1,2,2,1,2,0,0,0,3,8,0,1
0.880672,tcp,http,FIN,10,8,828,1324,19.303441,62,252,6776.643555,10528.32422,2,2,97.852444,99.19943,4935.992493,175.759891,255,447829637,806038151,255,0.272735,0.185606,0.087129,83,166,1,260,2,1,1,1,1,2,0,0,1,1,2,0,0
0.001074,udp,dns,CON,2,2,146,178,2793.296014,31,29,543761.625,662942.25,0,0,0.011,0.002,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,3,1,1,2,0,0,0,2,4,0,0
0.614255,tcp,http,FIN,10,10,780,1170,30.931779,62,252,9142.782227,13714.17383,2,2,68.250556,56.415109,4314.77006,113.863375,255,1754648261,1480023080,255,0.113706,0.063936,0.04977,78,117,1,127,2,1,1,1,1,1,0,0,1,6,1,0,1
0.386122,tcp,-,FIN,10,6,2228,268,38.847826,254,252,41561.99609,4641.020508,2,1,39.973,67.725398,2023.906133,97.029242,255,3342790630,1997112887,255,0.078896,0.047488,0.031408,223,45,0,0,5,1,1,1,1,5,0,0,0,1,5,0,0
0.295437,tcp,-,FIN,8,8,364,428,50.772244,62,252,8638.050781,10154.44922,1,2,42.205285,38.519285,2650.590011,72.728016,255,2654060063,1343779346,255,0.058097,0.007558,0.050539,46,54,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
2e-06,udp,dns,INT,2,0,114,0,500000.0013,254,0,228000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,39,2,28,28,14,39,0,0,0,28,39,0,1
0.583925,tcp,http,FIN,10,8,830,1314,29.113327,62,252,10234.19043,15755.44824,2,2,64.880556,69.118289,3239.638609,128.520367,255,3460826835,1711398418,255,0.172263,0.074706,0.097557,83,164,1,198,5,1,4,3,2,7,0,0,4,5,5,0,0
0.329748,tcp,http,FIN,12,14,1276,7282,75.81547,62,252,28385.3125,164052.5469,3,5,29.977089,24.83223,1462.752785,1720.888421,255,651786662,2973180454,255,0.052004,0.00624,0.045764,106,520,1,180,1,1,1,1,1,1,0,0,1,3,1,0,1
0.842091,tcp,-,FIN,60,14,68185,612,86.688966,254,252,636976.25,5405.591309,27,1,13.910814,59.844078,1432.163712,68.178289,255,1725300580,903969020,255,0.10304,0.064112,0.038928,1136,44,1,0,3,1,22,1,1,2,0,0,1,2,3,0,0
8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,8,2,4,4,4,8,0,0,0,13,8,0,1
0.223392,tcp,ftp-data,FIN,14,6,8928,320,85.052287,31,29,296913.0625,9561.667969,4,1,17.184,44.544602,1573.964316,67.139953,255,2477550318,632126038,255,0.0007,0.00052,0.00018,638,53,0,0,6,0,2,1,1,1,0,0,0,5,6,0,0
0.294482,tcp,ftp-data,FIN,14,6,8928,320,64.520074,31,29,225236.1875,7253.414551,4,1,22.652461,58.777602,1872.586982,76.166172,255,4204042222,304115918,255,0.000594,0.000464,0.00013,638,53,0,0,2,0,4,1,1,4,0,0,0,5,2,0,0
12.12178,udp,-,INT,4,0,2130,0,0.247488,254,0,1054.630615,0.0,0,0,4040.59325,0.0,5714.2515,0.0,0,0,0,0,0.0,0.0,0.0,533,0,0,0,39,2,10,10,1,37,0,0,0,10,37,0,0
4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,26,2,2,2,2,27,0,0,0,2,26,0,1
0.670985,tcp,-,FIN,30,14,26558,764,64.084892,254,252,306093.2813,8465.166992,12,4,23.137415,42.91877,1671.743739,57.372078,255,1135701443,193462825,255,0.100476,0.073401,0.027075,885,55,0,0,6,1,1,1,1,4,0,0,0,1,4,0,0
0.579172,tcp,-,FIN,10,6,2516,268,25.899041,254,252,31286.04297,3094.072266,2,1,60.784222,97.717398,3163.124,157.200859,255,3416311269,4190035022,255,0.147716,0.090581,0.057135,252,45,0,0,15,1,2,2,1,5,0,0,0,5,5,0,0
0.21003,tcp,-,FIN,16,18,1540,1644,157.120408,31,29,55001.66406,59153.45313,4,4,13.980067,12.323706,876.222444,24.215744,255,3244644267,1128994737,255,0.00064,0.000516,0.000124,96,91,0,0,14,0,10,9,1,6,0,0,0,15,12,0,0
0.004796,udp,-,CON,4,4,568,304,1459.549565,31,29,710592.125,380316.9063,0,0,1.254333,1.089,1.767531,1.528765,0,0,0,0,0.0,0.0,0.0,142,76,0,0,8,0,2,1,1,1,0,0,0,3,6,0,0
0.779881,tcp,http,FIN,10,6,504,268,19.233704,254,252,4657.120605,2297.786377,2,1,86.653444,129.481602,4427.73485,225.021406,255,1057897366,2547083870,255,0.16719,0.107087,0.060103,50,45,1,0,3,1,1,1,1,3,0,0,1,1,3,0,1
4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,41,2,7,7,7,41,0,0,0,7,41,0,1
1.534684,tcp,-,FIN,60,14,68199,612,47.566797,254,252,349586.0,2966.083008,27,1,25.995051,109.976234,2547.827503,172.263563,255,4070004923,1709037144,255,0.288848,0.104988,0.18386,1137,44,0,0,4,1,1,1,1,1,0,0,0,2,1,0,0
0.820117,tcp,-,FIN,10,8,564,354,20.72875,254,252,4955.390625,3023.95874,2,1,84.336444,109.55843,5992.334108,145.126797,255,228163871,3560954133,255,0.093315,0.053198,0.040117,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
0.198744,tcp,-,FIN,10,6,468,268,75.473977,254,252,16986.67578,9016.624023,2,1,20.507111,38.373801,1088.74776,65.340531,255,2490553973,2178861967,255,0.053463,0.006856,0.046607,47,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
0.19457,tcp,-,FIN,12,6,3740,268,87.372152,254,252,140987.8125,9210.052734,3,1,16.126546,37.485,947.231032,63.054559,255,1974249710,1469893036,255,0.053036,0.007136,0.0459,312,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
7e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,12,2,7,7,3,7,0,0,0,7,12,0,1
5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,2,16,16,8,16,0,0,0,16,16,0,1
3e-06,udp,-,INT,2,0,78,0,333333.3215,254,0,104000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,5,2,1,2,1,1,0,0,0,3,1,0,0
5e-06,udp,dhcp,INT,2,0,656,0,200000.0051,254,0,524800000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,328,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,1
1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,8,2,4,4,4,4,0,0,0,4,8,0,1
0.311656,tcp,-,FIN,10,6,588,268,48.12999,254,252,13604.74414,5749.929199,2,1,33.262778,47.231199,1852.816607,69.097938,255,5032586,3597154979,255,0.140516,0.075497,0.065019,59,45,0,0,8,1,2,2,1,5,0,0,0,5,5,0,0
1e-06,udp,dns,INT,2,0,114,0,1000000.003,254,0,456000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,33,2,25,25,25,33,0,0,0,25,33,0,1
4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,30,2,30,30,17,30,0,0,0,30,30,0,1
0.276706,tcp,-,FIN,72,74,4238,63878,524.021867,31,29,120850.2813,1821861.375,7,30,3.892521,3.782329,0.0,215.037237,255,3612336471,1467225204,255,0.000734,0.000592,0.000142,59,863,0,0,3,0,2,1,1,1,0,0,0,2,6,0,0
0.336267,tcp,-,FIN,204,396,11826,495632,1781.322609,31,29,279991.7813,11761630.0,19,178,1.654872,0.849911,93.077844,48.978575,255,1822184355,1825767167,255,0.000677,0.000548,0.000129,58,1252,0,0,9,0,7,6,1,6,0,0,0,10,12,0,0
0.753971,tcp,http,FIN,10,8,828,1158,22.547287,62,252,7915.423828,10759.03516,2,2,83.774556,98.76643,4742.879345,148.621609,255,1747665050,3692668627,255,0.097274,0.035282,0.061992,83,145,1,138,2,1,2,2,2,2,0,0,4,2,2,0,0
8e-06,udp,-,INT,2,0,104,0,125000.0003,254,0,52000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,3,2,2,2,1,3,0,0,0,7,3,0,0
6e-06,unas,-,INT,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,10,2,6,4,4,5,0,0,0,12,10,0,1
9e-06,udp,-,INT,2,0,78,0,111111.1072,254,0,34666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,7,2,2,2,1,6,0,0,0,3,6,0,0
0.582251,tcp,http,FIN,10,10,782,2932,32.631974,62,252,9672.803711,36259.27734,2,2,64.694556,55.329332,4311.843167,106.365914,255,1041540970,3320639900,255,0.121291,0.063917,0.057374,78,293,1,1018,1,1,1,1,1,1,0,0,1,1,1,0,1
1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,4,4,4,4,0,0,0,4,7,0,1
0.395763,tcp,-,CON,6,2,1012,86,17.687353,62,252,17060.71484,869.207031,2,1,79.1526,0.006,4758.183016,0.0,255,2165191514,813584441,255,0.330016,0.042582,0.287434,169,43,0,0,3,3,2,2,1,3,0,0,0,2,3,0,0
5e-06,udp,-,INT,2,0,78,0,200000.0051,254,0,62400000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,17,2,5,5,2,5,0,0,0,7,11,0,1
8e-06,udp,-,INT,2,0,1064,0,125000.0003,254,0,532000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,34,2,8,8,1,34,0,0,0,8,34,0,0
